"photographer","nationality","birth_place","bp_lon","bp_lat","death_place","dp_lon","dp_lat","n_photo","party_type","birth_date","death_date","birth_year","death_year","title","creation_date","item_width","item_height","item_depth","surface","Medium","Method Acquired"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Alice's Mirror","1974",6.875,4.875,1.5,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Man Going to Heaven","1967",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Three Views of Truffaut","1981",17.375,14.313,1.25,248.688375,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Ludmilla Tchérina","1964",17.25,14.25,1.25,245.8125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Willem de Kooning","1985",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Human Condition","1969",6.875,4.875,0,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Letter From My Father","1968",13.938,11,0,153.318,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte at His Easel","1965",14,11,1.375,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"This Photograph is My Proof","1967",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Black is Ugly","1974",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"He Thought That She Was Kind","1974",17.25,14.25,1.375,245.8125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Certain Words Must Be Said","1976",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"There Are Things Here Not Seen in This Photograph","1977",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Now Becoming Then","1978",17.312,14.313,1.25,247.786656,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Primavera","1984",18.875,12.5,1.75,235.9375,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"To, Two, Too","1994",16.438,11.5,1.25,189.037,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Woman Is Frightened by a Door","1966",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I Remember the Argument","1970",9.875,7.875,1.25,77.765625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Margaret Finds a Box","1971",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The True Identity of Man","1972",10,8,0,80,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Take One and See Mt. Fujiyama","1975",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Burlesque","1979",10,8,0,80,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Someone Left a Message for You","1982",7,5,0,35,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I Remember Pittsburgh","1982",9.938,8,0,79.504,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Paradise Regained","1968",7,4.875,0,34.125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Fallen Angel","1968",6.875,4.875,1.5,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Spirit Leaves the Body","1968",7,4.875,1.25,34.125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Death Comes to the Old Lady","1969",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Chance Meeting","1970",7,4.875,0,34.125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Bogeyman","1973",6.875,4.875,0,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I Build a Pyramid","1978",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Return of the Prodigal Son","1982",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Who is Sidney Sherman?","2000",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Great Photographers of My Time #1","1991",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Eleanor Eggs","1982",19.75,15.5,0,306.125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Cheating at Solitaire","1982",19.75,15.5,0,306.125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Courtesan was Shocked","2005",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"She Stands There, Hand Held in Midair","2005",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Being by the Waterfall, I Hear Its Roar","2005",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Now that I am Old","2005",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"To Celebrate the First Day of Spring","2006",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Laundromat and Apple","1980",17.312,14.313,1.25,247.786656,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Fly, Fork and Flower","1981",17.312,14.313,1.25,247.786656,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Diner Booth and Pear","1980",18.75,15.25,1.375,285.9375,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Last Rose of Summer","2005",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Great Wave of Melancholy Swept Over Tanya","2005",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Spring Sunshine","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Play Me a Tune on an Old Broken Banjo","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A September Surimono","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Good morning, Glory","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Which is More Beautiful","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Lillies Are Very Vain and Jealous Too","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Summer Souvenir","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I'm Printemps, Primavera, Spring","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Under a Cold Moon at Midnight","2006",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Hokusai's Blue Eyes","2007",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Orlando was Reborn a Peony","2007",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Portrait of a Young Man","2007",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Honk, Honk","2007",23.312,14.313,1.25,333.664656,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I Sit and Listen to the Roar of the Water","2005",23.312,14.313,1.25,333.664656,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Frozen Snow","2007",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A portrait of Miss Moon","2007",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Good Morning Glory","2007",23.25,14.313,1.25,332.77725,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magnus was burnt by Solange's fiery mane","2008",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Scalisi's Magic House of Cards","2008",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Scalisi: The Mystery of Mushrooms","2008",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Above my head I saw a porcelain sky","2007",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte with Hat","1965",17.312,14.313,1.25,247.786656,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Camera's Caress","1986",17.25,14.25,1.25,245.8125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Rene Magritte (Profile and Full Face)","1965",13.875,10.75,1.375,149.15625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"René Magritte Asleep","1965",14,11,1.375,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I Think About Thinking","2000",11,14,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Bedroom with nude painting","1965",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"René and Georgette Magritte","1965",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Sal Mineo","1970",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte on Couch","1965",14,11,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte's Easel","1974",7.125,9.5,0,67.6875,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte holds the ""Chariot of the Virgin""","1965",14,10.875,0,152.25,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte in front of ""Signature Blank""","1965",11,14,0,154,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte Playing Peek-a-Boo","1965",14,12.25,1.375,171.5,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"René Magritte (Triple Exposure with Two Profiles)","1965",13.938,11,0,153.318,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte in His Garden","1965",14,11,1.375,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte with hydrangeas","1965",9.875,8.125,0,80.234375,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Magritte in living room","1965",9.875,8.375,0,82.703125,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Bewitched Bee","1986",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Spirit of my Mother was Happy","2006",20,11,0,220,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Self-Portrait with Feminine Beard","1982",9.875,8.063,0,79.622125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Robert Frank","1990",17.312,14.313,1.25,247.786656,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Many Moons","1989",19.75,19.25,0,380.1875,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"My Father Could Walk in the Sky","1989",7.5,4.938,0,37.035,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Necessary Things for Writing Fairy Tunes","1989",20,19.25,0,385,"others","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Necessary Things for Making Magic","1989",20,19.25,0,385,"others","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Billy's Groan-O-Phone","1991",19.75,15.875,0,313.53125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Unfortunate Man","1976",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Self Portrait as the Devil on the Occasion of my Fortieth Birthday","1972",17.312,14.313,1.25,247.786656,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Grandpa Goes to Heaven","1989",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Old Money","1982",10,8,0,80,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Six Views of the Cathedral of Learning in the Manner of Hiroshige","1982",9.75,7.875,1.25,76.78125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Young Girl's Dream","1969",7,4.875,1.25,34.125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Monsieur Dirk","1992",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Grandmother and Odette Visit the Park","1992",7,4.874,1.25,34.118,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"When Gertrude Met Alice","1992",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Supernumeralism","1992",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Time is Such a Funny Thing","1992",19.875,16,0,318,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"What are Dreams","1994",14.25,19.25,0,274.3125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Young Soldiers Dream in the Garden of the Dead with Flowers Growing from Their Heads","1995",19.75,19.25,0,380.1875,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"I Sing the Songs Walt Whitman Sang","1996",15.875,19.75,0,313.53125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Leaves of Grass","1995",15.938,19.875,0,316.76775,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Madame Schrödinger's Cat","1998",7,4.874,1.25,34.118,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Great Photographers of My Time #2","1991",14,11,0,154,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"James Joyce","2012",9.875,14,1.75,138.25,"others","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Rigamarole","2012",10.125,14.25,0.625,144.28125,"others","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Andy Warhol and Julia Warhola","1958",0,0,0,0,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Colors of My Garden's Seasons","2006",0,0,0,0,"chromogenic print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Joseph Cornell","1972",10,8,0,80,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"The Nature of Desire","1986",13.875,11,0,152.625,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Children in Leningrad","1958",10,8,1.375,80,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Sailor in Minsk","1958",13.75,10.75,1.375,147.8125,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"A Man Dreaming in the City","1969",9.75,8,1.25,78,"gelatin silver print","Foundation"
"Duane Michals","American","Pittsburgh, Pennsylvania","-79.9958864","40.440625",NA,NA,NA,44,"Person","1932-01-01",NA,"1932",NA,"Things are Queer","1973",6.875,4.875,1.25,33.515625,"gelatin silver print","Foundation"
"Dulce Pinzón","Mexican","Mexico City","-99.1332080","19.432608",NA,NA,NA,2,"Person","1974-01-01",NA,"1974",NA,"Wonder Woman is MARIA LUISA ROMERO from the State of Puebla works in a Laundromat in Brooklyn New York / She sends 150 dollars a week","2005",24,20,0,480,"chromogenic print","Individual"
